DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE 1,OBS_FLAG
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,NO,2018,117.2,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,NO,2019,122.8,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,NO,2020,121.5,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,NO,2021,120.1,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,NO,2022,122.3,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2010,109.4,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2011,127.3,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2012,110.2,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2013,92.8,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2014,101.3,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2015,100,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2016,83.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2017,100.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2018,125.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2019,134.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2020,128.1,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2021,127.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PL,2022,131.9,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2010,193.8,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2011,168.3,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2012,139.5,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2013,117,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2014,103.4,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2015,100,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2016,95.9,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2017,97.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2018,100.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2019,104.1,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2020,100.1,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2021,105.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,PT,2022,107.8,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2010,98.9,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2011,102.2,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2012,105.9,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2013,107.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2014,84.3,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2015,101.2,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2016,90.2,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2017,71.4,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2018,77.2,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2019,89.6,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,RO,2020,106.1,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2010,121.1,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2011,115.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2012,88.4,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2013,94.5,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2014,89.9,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2015,100,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2016,105.9,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2017,110.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2018,131.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2019,149.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2020,149.2,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2021,136.1,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SE,2022,145.2,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2010,115.4,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2011,97.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2012,81.5,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2013,86.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2014,109.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2015,100,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2016,73.3,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2017,83.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2018,98.4,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2019,102.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2020,105.5,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2021,111.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SI,2022,126.7,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2010,88.5,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2011,87.2,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2012,65,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2013,67,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2014,65.1,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2015,100,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2016,74.9,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2017,81.1,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2018,96.2,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2019,83,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2020,74.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2021,67.6,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,SK,2022,67.7,
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2010,90.6,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2011,93.6,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2012,83.2,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2013,84.6,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2014,83.9,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2015,100,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2016,98.8,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2017,111,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2018,114.9,p
ESTAT:STS_COPR_A(1.0),13/05/23 11:00:00,A,PROD,F_CC2,CA,I15,UK,2019,118.4,p
