DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,DK,2020,114.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,DK,2021,121.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,DK,2022,125.9,p
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2008,119.5,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2009,100.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2010,81.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2011,84.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2012,95.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2013,94.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2014,92.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2015,100.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2016,96.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2017,102.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2018,110.8,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2019,113.7,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2020,106.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2021,112.6,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EE,2022,117.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2008,159.0,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2009,152.5,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2010,138.4,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2011,114.2,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2012,104.9,
ESTAT:STS_COLB_A(1.0),13/05/23 11:00:00,A,HOWK,F,NSA,I15,EL,2013,102.3,
