DATAFLOW,LAST UPDATE,freq,indic_bt,cpa2_1,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2010,6.5,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2011,6.4,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2012,5.7,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2013,5.6,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2014,6.1,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2015,6.9,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2016,7.7,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2017,7.6,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2018,8.9,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2019,8.6,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2020,8.6,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,DK,2021,8.7,e
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,EE,2010,0.9,
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,EE,2011,1.0,
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,EE,2012,1.3,
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,EE,2013,1.2,
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,EE,2014,1.3,
ESTAT:STS_COBP_A(1.0),18/05/23 11:00:00,A,PSQM,CPA_F41001_41002,NSA,MIO_M2,EE,2015,1.8,
