Year,Wages,Predicted GVA,GVA
2010,1687.1,3570.244574546814,3508.0
2011,1723.4,3720.57959780097,3503.0
2014,1548.8,3389.01689684391,3747.6
2020,2211.4,7468.844016075134,6627.1
2021,2381.2,8319.68259768188,8130.3
2023,2863.284224755484,9931.947431534529,
2024,3031.054625751853,10585.375279322267,
2025,3208.6553143623987,11190.154172092676,
2026,3396.662283455969,11726.351217865944,
2027,3595.685275451573,12170.980031087995,
