Year,Wages,Predicted GVA,GVA
2010,6882.5,9978.890629187226,9264.2
2011,7092.2,10315.74243657291,9902.8
2014,7539.3,10981.602875620127,10532.7
2020,10219.0,16161.135614663363,14860.2
2021,11060.4,17663.607219599187,16275.1
2023,12397.355719394589,19916.87073429674,
2024,12844.905212797374,20712.054665267467,
2025,13308.611421678748,21523.17869681865,
2026,13789.057609921038,22347.43122407794,
2027,14286.848097465696,23181.534369401634,
