Year,Wages,Predicted GVA,GVA
2010,54192.0,109442.53732252121,108114.0
2011,54997.0,109860.83593535423,111634.0
2014,55388.0,108628.82542800903,110116.0
2020,58597.0,122624.27769303322,112222.0
2021,65256.0,127668.97821688652,123895.0
2023,71233.74973027878,136168.1023259163,
2024,73650.8229887946,139825.9020459652,
2025,76149.91134772495,143582.50453090668,
2026,78733.79770852816,147468.6315267086,
2027,81405.35940088963,151520.88569641113,
