Year,Wages,Predicted GVA,GVA
2010,3196.2,2507.631074793637,2342.3
2011,2097.8,2049.2048513889313,1679.4
2014,1988.3,4210.1533404663205,4427.4
2020,3640.5,10128.039091005921,8178.6
2021,4130.6,10856.887454494834,8717.8
2023,4937.79890010899,12132.974451884627,
2024,5092.709912673897,13214.586021386087,
2025,5252.480868363128,14328.12264879793,
2026,5417.264235660239,15468.01714785397,
2027,5587.217266363709,16628.038588628173,
