Year,Wages,Predicted GVA,GVA
2010,8305.5,26718.90134689212,25886.8
2011,9244.8,28800.553650289774,30047.6
2014,8912.4,29554.120143085718,29201.1
2020,11028.1,34658.66464945674,34605.7
2021,11347.4,35350.75890016556,32320.6
2023,13346.894441734268,36696.18496578932,
2024,14062.504735571343,37126.53289869428,
2025,14816.483362572448,37445.68015527725,
2026,15610.887488491711,37647.987738877535,
2027,16447.884576575783,37728.51122149825,
