Year,Wages,Predicted GVA,GVA
2010,663.3,1675.5941548794508,1472.6
2011,801.5,1853.0474261268973,1839.3
2014,987.6,2228.624875217676,2453.8
2020,1881.0,3281.970663100481,3257.2
2021,2031.0,3492.241986311972,3566.3
2023,2677.0020188651574,5116.133631937206,
2024,3005.636794450417,6311.296475529671,
2025,3374.6155126113185,8012.623651377857,
2026,3788.890886278646,10411.00623499602,
2027,4254.023634537488,13757.975121639669,
