DATAFLOW,LAST UPDATE,freq,nace_r2,indic_sb,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,PT,2013,18295.1,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,PT,2014,16899.4,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,PT,2015,17256.2,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,PT,2016,16440.4,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,PT,2017,18262.0,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,PT,2018,20150.7,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,PT,2019,22519.6,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,PT,2020,22831.3,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2011,19087.3,p
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2012,18134.0,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2013,17983.3,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2014,16726.5,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2015,18413.3,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2016,17190.2,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2017,17685.3,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2018,20458.2,b
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2019,25804.4,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,RO,2020,28324.4,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2011,56099.4,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2012,60975.8,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2013,62105.5,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2014,62838.8,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2015,68711.2,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2016,72326.0,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2017,79436.8,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2018,81864.7,b
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2019,82181.6,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SE,2020,84874.0,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2011,4856.2,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2012,4485.8,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2013,4194.1,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2014,4536.4,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2015,4320.7,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2016,4062.9,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2017,4624.8,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2018,5580.2,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2019,5990.7,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SI,2020,5972.2,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2011,8372.1,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2012,7226.8,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2013,6232.8,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2014,7396.1,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2015,9577.9,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2016,8877.4,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2017,9967.4,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2018,11078.3,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2019,11689.1,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,SK,2020,10686.6,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,UK,2011,212958.9,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,UK,2012,228994.7,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,UK,2013,235051.8,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,UK,2014,272192.5,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,UK,2015,326428.1,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,UK,2016,288859.6,b
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,UK,2017,288380.5,
ESTAT:SBS_NA_CON_R2$DEFAULTVIEW(1.0),15/03/23 23:00:00,A,F,V12120,UK,2018,314062.0,
